MonthlyIncome_log,Age,OverTime,DailyRate,DistanceFromHome,TotalWorkingYears,MonthlyRate,EmployeeNumber,HourlyRate,YearsAtCompany_log,PercentSalaryHike,NumCompaniesWorked_log,YearsWithCurrManager_log,EnvironmentSatisfaction,StockOptionLevel_log,YearsInCurrentRole_log,WorkLifeBalance,YearsSinceLastPromotion_sqrt,RelationshipSatisfaction,JobInvolvement,JobSatisfaction,TrainingTimesLastYear_sqrt,MaritalStatus,JobLevel,Education,BusinessTravel,Low_Income_Experience_Ratio,Work_Burden_Score,Career_Stagnation,Job_Hopper,Low_Company_Investment,Overall_Satisfaction,Total_Engagement,Work_Life_Imbalance,Manager_Issues,Promotion_Delay_Ratio,Total_Compensation_Score,Underpaid,Career_Plateau,Young_Talent_Risk,Burnout_Risk,New_Employee,High_Mobility,Age_Satisfaction_Interact,OT_Distance_Interact,Travel_Family_Impact
7.615298339825815,28.0,1,103.0,24.0,6.0,12947.0,19.0,50.0,1.6094379124341005,14.0,1.791759469228055,1.3862943611198906,3.0,0.0,1.0986122886681096,3.0,0.0,2.0,2.0,3.0,2.0,2,1.0,3.0,2,1.0878997628322593,2.4,0.0,1,0,2.8499999999999996,6.0,5.4,0,0.0,0.21694491965398774,0,0,1,0,0,0,13.800000000000004,24.0,0
9.208438564686588,29.0,0,1389.0,21.0,10.0,10195.0,20.0,51.0,2.3978952727983707,11.0,0.6931471805599453,2.19722457733622,2.0,0.6931471805599453,2.302585092994046,3.0,2.8284271247461903,3.0,4.0,1.0,1.0,0,3.0,4.0,2,0.8371307786078717,0.0,9.610699156629767,0,0,2.05,4.0,3.1,0,0.8324056210292823,0.5729821135685759,0,0,0,0,0,1,21.450000000000003,0.0,4
8.101374671228582,32.0,1,334.0,5.0,7.0,15053.0,21.0,80.0,1.9459101490553128,12.0,0.0,1.791759469228055,1.0,1.0986122886681096,1.0986122886681096,2.0,0.0,4.0,4.0,2.0,2.23606797749979,0,1.0,2.0,2,1.0126718339035727,0.5,0.0,0,0,2.05,8.0,4.5,0,0.0,0.43231875278832593,0,0,0,0,0,1,15.600000000000001,5.0,4
9.64393931932812,53.0,0,1219.0,2.0,31.0,22021.0,23.0,78.0,3.258096538021482,16.0,1.0986122886681096,2.079441541679836,1.0,0.0,2.19722457733622,3.0,1.7320508075688772,3.0,2.0,4.0,1.7320508075688772,1,4.0,4.0,2,0.3013731037290038,0.0,7.3752395473863475,0,0,2.8499999999999996,8.0,1.2,0,0.4067664488352986,0.7986910744557989,0,0,0,0,0,0,-14.950000000000005,0.0,2
8.280204233279974,38.0,1,371.0,2.0,6.0,4306.0,24.0,45.0,1.3862943611198906,11.0,1.791759469228055,1.0986122886681096,4.0,0.0,1.0986122886681096,3.0,1.0,3.0,3.0,4.0,1.7320508075688772,2,1.0,3.0,2,1.1828863190399963,0.2,2.386294361119891,1,0,3.5999999999999996,12.0,3.2,0,0.41905978419640516,0.22289251907300628,0,0,0,0,0,0,0.8000000000000007,2.0,0
8.297045149081827,24.0,0,673.0,11.0,5.0,8232.0,26.0,96.0,1.6094379124341005,18.0,0.0,1.3862943611198906,1.0,0.6931471805599453,1.0986122886681096,2.0,1.0,4.0,4.0,3.0,2.23606797749979,0,2.0,2.0,0,1.3828408581803044,0.0,2.6094379124341005,0,0,2.4,12.0,3.1,0,0.383224293337255,0.5000746696517567,0,0,0,0,0,1,25.6,0.0,0
8.133880887949207,36.0,0,1218.0,9.0,10.0,6986.0,27.0,82.0,1.791759469228055,23.0,2.079441541679836,1.3862943611198906,3.0,0.0,1.3862943611198906,3.0,0.0,2.0,2.0,1.0,2.0,2,1.0,4.0,2,0.7394437170862915,0.0,0.0,1,0,2.15,2.0,1.9,0,0.0,0.5197396852189445,0,0,0,0,0,0,7.4,0.0,0
9.392245175273796,34.0,0,419.0,7.0,13.0,21293.0,28.0,53.0,2.5649493574615367,11.0,0.0,2.4849066497880004,1.0,0.0,1.9459101490553128,3.0,1.4142135623730951,3.0,3.0,2.0,2.0,2,3.0,4.0,2,0.6708746553766998,0.0,5.041599730495356,0,0,2.15,6.0,1.7,0,0.39669948169477004,0.5352428917356914,0,0,0,0,0,0,11.100000000000001,0.0,0
7.228649665640015,21.0,0,391.0,15.0,1.0,19281.0,30.0,96.0,0.0,14.0,0.6931471805599453,0.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,2.449489742783178,2,1.0,2.0,2,3.6143248328200075,0.0,0.0,0,0,3.5,12.0,2.5,0,0.0,0.45995785005620804,0,0,0,0,1,0,9.5,0.0,0
7.993282328101591,34.0,0,699.0,6.0,8.0,17102.0,31.0,83.0,1.6094379124341005,11.0,1.0986122886681096,1.3862943611198906,2.0,0.0,1.0986122886681096,3.0,1.0,3.0,3.0,1.0,1.4142135623730951,2,1.0,1.0,2,0.8881424809001768,0.0,2.6094379124341005,0,0,2.05,3.0,1.6,0,0.383224293337255,0.5187455175619665,0,0,0,0,0,0,11.700000000000001,0.0,0
9.857181799659616,53.0,0,1282.0,5.0,26.0,10735.0,32.0,58.0,2.70805020110221,11.0,1.6094379124341005,2.19722457733622,3.0,0.6931471805599453,2.639057329615259,2.0,2.0,4.0,3.0,3.0,1.7320508075688772,0,5.0,3.0,2,0.3650808073948006,0.0,7.41610040220442,1,0,2.9,9.0,2.5,0,0.5393670235115761,0.6453176614787827,0,0,0,0,0,0,-14.3,0.0,4
8.273846932784508,32.0,1,1125.0,16.0,10.0,4681.0,33.0,72.0,2.3978952727983707,22.0,0.6931471805599453,2.079441541679836,2.0,0.0,1.0986122886681096,3.0,2.449489742783178,2.0,1.0,1.0,2.23606797749979,2,1.0,1.0,1,0.7521679029804098,1.6,8.323109617771056,0,0,1.9000000000000001,1.0,4.6,0,0.7208844140643205,0.457419009446229,0,0,0,1,0,0,16.799999999999997,16.0,0
8.828494129466652,42.0,0,691.0,8.0,10.0,21173.0,35.0,48.0,2.302585092994046,11.0,0.0,1.0986122886681096,3.0,0.6931471805599453,2.079441541679836,3.0,2.0,4.0,3.0,2.0,1.4142135623730951,1,2.0,4.0,2,0.8025903754060593,0.0,6.605170185988092,0,0,2.8000000000000003,6.0,1.8,0,0.6055862131282277,0.5117936926267446,0,0,0,0,0,0,-2.3999999999999995,0.0,2
9.234935418831563,44.0,0,477.0,7.0,24.0,2094.0,36.0,42.0,3.1354942159291497,14.0,1.3862943611198906,2.8903717578961645,1.0,0.6931471805599453,1.9459101490553128,3.0,2.23606797749979,4.0,2.0,4.0,2.0,1,3.0,4.0,2,0.36939741675326254,0.0,9.247246187374772,0,0,3.0,8.0,1.7,0,0.5407015125028768,0.29880739554058366,1,0,0,0,0,0,-4.0,0.0,2
9.849453664043642,46.0,0,705.0,2.0,22.0,22822.0,38.0,83.0,1.0986122886681096,12.0,1.3862943611198906,0.6931471805599453,2.0,0.0,1.0986122886681096,2.0,1.4142135623730951,4.0,3.0,1.0,1.4142135623730951,2,5.0,4.0,2,0.4282371158279844,0.0,2.9678859607972816,0,0,1.9500000000000002,3.0,2.2,0,0.6738803398843289,0.7519500417858749,0,0,0,0,0,0,-12.299999999999999,0.0,0
7.822845290279774,33.0,0,924.0,2.0,7.0,6670.0,39.0,78.0,0.6931471805599453,11.0,1.6094379124341005,0.0,3.0,0.0,0.6931471805599453,3.0,0.0,4.0,3.0,4.0,1.7320508075688772,2,1.0,3.0,2,0.9778556612849717,0.0,0.0,1,0,3.5,12.0,1.2,0,0.0,0.42039286969579676,0,0,0,0,1,0,3.5,0.0,0
8.774312958285378,44.0,1,1459.0,10.0,9.0,19121.0,40.0,41.0,1.6094379124341005,13.0,1.0986122886681096,1.3862943611198906,4.0,0.0,1.0986122886681096,4.0,1.0,4.0,3.0,4.0,2.23606797749979,1,2.0,4.0,2,0.8774312958285378,1.0,2.6094379124341005,0,0,4.0,12.0,3.0,0,0.383224293337255,0.5985329682612353,0,0,0,0,0,0,-0.0,10.0,2
7.699389406256737,30.0,0,125.0,9.0,10.0,16117.0,41.0,83.0,2.3978952727983707,13.0,0.6931471805599453,2.19722457733622,4.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,2.23606797749979,2,1.0,2.0,2,0.6999444914778852,0.0,3.3978952727983707,0,0,2.9499999999999997,6.0,1.9,0,0.2942998296638024,0.3784750831933474,0,0,0,0,0,0,10.500000000000004,0.0,0
7.643482907077201,39.0,0,895.0,5.0,19.0,3335.0,42.0,56.0,0.6931471805599453,14.0,1.3862943611198906,0.0,4.0,0.6931471805599453,0.0,4.0,0.0,3.0,3.0,4.0,2.449489742783178,1,2.0,3.0,2,0.38217414535386,0.0,0.0,0,0,3.8499999999999996,12.0,0.5,0,0.0,0.2862720049409882,1,0,0,0,1,0,0.15000000000000036,0.0,2
7.738052297689316,24.0,1,813.0,1.0,6.0,3020.0,45.0,61.0,1.0986122886681096,16.0,1.0986122886681096,0.0,2.0,0.6931471805599453,0.0,2.0,1.4142135623730951,1.0,3.0,4.0,1.4142135623730951,1,1.0,3.0,2,1.105436042527045,0.1,2.9678859607972816,0,0,2.55,12.0,4.1,1,0.6738803398843289,0.29519419834268995,0,0,1,0,0,0,23.200000000000003,1.0,2
7.880804344674901,43.0,0,1273.0,2.0,6.0,21923.0,46.0,72.0,1.791759469228055,12.0,0.6931471805599453,1.6094379124341005,4.0,1.0986122886681096,1.3862943611198906,2.0,1.0,4.0,4.0,3.0,1.7320508075688772,0,1.0,2.0,2,1.1258291920964145,0.0,2.791759469228055,0,0,3.15,12.0,2.2,0,0.3581970477838151,0.619986795418185,0,0,0,0,0,0,-2.5500000000000003,0.0,4
7.895063498091573,50.0,1,869.0,3.0,3.0,3810.0,47.0,86.0,1.3862943611198906,14.0,0.6931471805599453,1.0986122886681096,1.0,0.0,1.0986122886681096,3.0,0.0,3.0,2.0,3.0,1.4142135623730951,1,1.0,2.0,2,1.9737658745228932,0.3,0.0,0,0,2.5,6.0,3.3,0,0.0,0.41721024145755803,0,0,0,0,0,0,-15.0,3.0,2
7.608374474380783,35.0,0,890.0,2.0,2.0,9687.0,49.0,97.0,1.0986122886681096,13.0,0.6931471805599453,1.0986122886681096,4.0,0.0,1.0986122886681096,3.0,1.4142135623730951,1.0,3.0,4.0,1.7320508075688772,1,1.0,3.0,2,2.5361248247935944,0.0,2.9678859607972816,0,0,3.3,12.0,1.2,0,0.6738803398843289,0.4922635082986102,0,0,0,0,0,0,3.500000000000001,0.0,2
8.13739583005665,36.0,1,852.0,5.0,6.0,13072.0,51.0,82.0,0.6931471805599453,14.0,2.302585092994046,0.0,2.0,0.6931471805599453,0.6931471805599453,4.0,0.0,4.0,2.0,1.0,1.7320508075688772,1,1.0,4.0,2,1.1624851185795215,0.5,0.0,1,0,2.45,2.0,2.5,0,0.0,0.5156651855905745,0,0,0,0,1,0,6.199999999999999,5.0,2
8.589885876809678,33.0,0,1141.0,1.0,10.0,3193.0,52.0,42.0,1.791759469228055,19.0,1.0986122886681096,1.3862943611198906,3.0,1.0986122886681096,1.3862943611198906,3.0,1.0,1.0,4.0,1.0,1.7320508075688772,1,2.0,3.0,1,0.7808987160736071,0.0,2.791759469228055,0,0,2.0,4.0,1.1,0,0.3581970477838151,0.36794991818029954,1,0,0,0,0,0,14.0,0.0,1
7.576609766973037,35.0,0,464.0,4.0,1.0,10910.0,53.0,75.0,0.6931471805599453,12.0,0.6931471805599453,0.0,3.0,0.6931471805599453,0.0,3.0,0.0,3.0,3.0,4.0,1.7320508075688772,0,1.0,2.0,2,3.7883048834865183,0.0,0.0,0,0,3.3499999999999996,12.0,1.4,0,0.0,0.34674408089223185,0,0,0,0,1,0,3.2500000000000018,0.0,4
7.758760544157663,27.0,0,1240.0,2.0,1.0,19715.0,54.0,33.0,0.6931471805599453,13.0,0.6931471805599453,0.0,4.0,0.6931471805599453,0.0,3.0,0.0,4.0,3.0,1.0,2.449489742783178,0,1.0,4.0,2,3.8793802720788313,0.0,0.0,0,0,2.7,3.0,1.2,0,0.0,0.4411439410723924,0,0,1,0,1,1,16.9,0.0,4
7.738052297689316,26.0,0,1357.0,25.0,1.0,10558.0,55.0,48.0,0.6931471805599453,12.0,0.6931471805599453,0.6931471805599453,1.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1.4142135623730951,2,1.0,3.0,2,3.869026148844658,0.0,0.0,0,0,2.25,3.0,4.5,0,0.0,0.4217846309835552,0,0,1,0,1,0,24.5,0.0,0
9.074176947163313,27.0,0,994.0,8.0,9.0,2975.0,56.0,37.0,2.302585092994046,15.0,0.6931471805599453,2.079441541679836,4.0,0.0,2.19722457733622,3.0,1.0,4.0,3.0,3.0,0.0,2,3.0,3.0,1,0.9074176947163313,0.0,3.302585092994046,0,1,3.4,9.0,1.8,0,0.30279310656411385,0.36718211082057095,1,0,0,0,0,0,7.800000000000001,0.0,0
8.297045149081827,30.0,0,721.0,1.0,12.0,10781.0,57.0,58.0,2.5649493574615367,23.0,0.6931471805599453,2.079441541679836,3.0,0.0,2.19722457733622,3.0,1.7320508075688772,4.0,3.0,4.0,1.4142135623730951,2,2.0,2.0,1,0.6382342422370636,0.0,6.174673413533404,0,0,3.5,12.0,1.1,0,0.4858556556893711,0.3985374507785825,1,0,0,0,0,0,5.0,0.0,0
9.880525940898782,41.0,0,1360.0,12.0,23.0,16280.0,58.0,49.0,3.1354942159291497,12.0,0.6931471805599453,2.19722457733622,2.0,0.0,2.772588722239781,3.0,3.605551275463989,4.0,3.0,3.0,0.0,1,5.0,3.0,2,0.4116885808707826,0.0,14.910736444917296,0,1,2.9,9.0,2.2,0,0.8718549917386126,0.6849920738649795,0,0,0,0,0,0,-1.1,0.0,2
8.427049641563272,34.0,0,1065.0,23.0,10.0,10034.0,60.0,72.0,2.302585092994046,20.0,0.0,2.079441541679836,2.0,0.0,1.791759469228055,3.0,2.8284271247461903,3.0,3.0,3.0,1.4142135623730951,2,2.0,4.0,0,0.7660954219602975,0.0,9.341121258806778,0,0,2.75,9.0,3.3,0,0.8564282357921034,0.5148361496394419,0,0,0,0,0,0,7.5,0.0,0
8.014004994779459,37.0,0,408.0,19.0,8.0,10227.0,61.0,73.0,0.6931471805599453,21.0,1.6094379124341005,0.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,1,1.0,2.0,2,0.8904449994199398,0.0,0.0,1,0,2.1,6.0,2.9,1,0.0,0.36389363477705383,0,0,0,0,1,0,5.699999999999999,0.0,2
8.660947155060933,46.0,1,1211.0,5.0,14.0,20445.0,62.0,98.0,2.302585092994046,21.0,1.6094379124341005,2.19722457733622,1.0,0.0,1.9459101490553128,3.0,0.0,3.0,3.0,4.0,2.0,2,2.0,4.0,1,0.5773964770040622,0.5,0.0,1,0,2.8499999999999996,12.0,3.5,0,0.0,0.7603434992486814,0,0,0,0,0,0,-6.900000000000002,5.0,0
7.727535110475448,35.0,0,1229.0,8.0,1.0,4892.0,63.0,36.0,0.6931471805599453,19.0,0.6931471805599453,0.6931471805599453,4.0,0.0,0.0,3.0,0.0,4.0,4.0,4.0,1.4142135623730951,1,1.0,1.0,2,3.863767555237724,0.0,0.0,0,0,3.75,16.0,1.8,0,0.0,0.29815519824567704,0,0,0,0,1,0,1.25,0.0,2
8.590815331286851,48.0,1,626.0,1.0,23.0,19294.0,64.0,98.0,0.6931471805599453,13.0,2.302585092994046,0.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,3.0,1.4142135623730951,2,3.0,2.0,2,0.3579506388036188,0.1,0.0,1,0,2.65,6.0,3.1,0,0.0,0.6374997999430614,0,0,0,0,1,0,-10.8,1.0,0
8.143807976771484,28.0,1,1434.0,5.0,2.0,11179.0,65.0,50.0,1.0986122886681096,13.0,0.6931471805599453,1.0986122886681096,3.0,0.0,1.0986122886681096,2.0,1.4142135623730951,3.0,3.0,3.0,1.7320508075688772,2,1.0,4.0,2,2.714602658923828,0.5,2.9678859607972816,0,0,2.75,9.0,4.5,0,0.6738803398843289,0.4871325616341915,0,0,1,0,0,0,15.0,5.0,0
8.604287898267172,44.0,1,1488.0,1.0,9.0,4009.0,68.0,75.0,1.6094379124341005,21.0,1.791759469228055,1.3862943611198906,2.0,0.6931471805599453,1.3862943611198906,2.0,1.0,3.0,3.0,1.0,1.4142135623730951,0,2.0,5.0,2,0.8604287898267172,0.1,2.6094379124341005,1,0,1.8,3.0,4.1,0,0.383224293337255,0.5574511327685716,0,0,0,0,0,0,-8.8,1.0,4
9.198773735604718,35.0,1,1097.0,11.0,10.0,8302.0,70.0,79.0,1.6094379124341005,13.0,1.0986122886681096,1.3862943611198906,3.0,0.6931471805599453,0.0,3.0,1.4142135623730951,3.0,2.0,1.0,1.7320508075688772,1,3.0,2.0,0,0.836252157782247,1.1,3.690302485934842,0,0,2.3,2.0,4.1,0,0.5419609930683914,0.6008153688644943,0,0,0,0,0,0,8.5,11.0,0
8.332789468417959,26.0,1,1443.0,23.0,5.0,21436.0,72.0,47.0,1.0986122886681096,19.0,2.079441541679836,0.0,3.0,0.6931471805599453,1.0986122886681096,2.0,0.0,3.0,2.0,4.0,1.4142135623730951,1,2.0,3.0,2,1.3887982447363265,2.3,0.0,1,0,3.0999999999999996,8.0,6.3,0,0.0,0.5987780544484888,0,0,1,0,0,0,12.600000000000005,23.0,2
9.507403306233716,33.0,1,515.0,1.0,15.0,15146.0,73.0,98.0,2.772588722239781,12.0,0.6931471805599453,2.5649493574615367,1.0,0.0,2.70805020110221,3.0,2.8284271247461903,3.0,3.0,4.0,1.0,2,3.0,2.0,1,0.5942127066396072,0.1,10.670492272494569,0,0,2.8499999999999996,12.0,3.1,0,0.749731108528299,0.6622716599351328,0,0,0,0,0,0,8.050000000000002,1.0,0
9.112727543109182,35.0,0,853.0,18.0,9.0,11031.0,74.0,71.0,2.302585092994046,22.0,0.6931471805599453,2.19722457733622,2.0,0.6931471805599453,2.19722457733622,2.0,1.0,4.0,3.0,1.0,1.7320508075688772,1,3.0,5.0,1,0.9112727543109183,0.0,3.302585092994046,0,0,1.9500000000000002,3.0,3.8,0,0.30279310656411385,0.5478739213837682,0,0,0,0,0,0,10.25,0.0,1
8.297792626380861,35.0,1,1142.0,23.0,4.0,16002.0,75.0,30.0,1.0986122886681096,15.0,1.3862943611198906,1.0986122886681096,3.0,0.6931471805599453,1.0986122886681096,3.0,1.4142135623730951,3.0,3.0,1.0,1.7320508075688772,1,1.0,4.0,2,1.6595585252761722,2.3,2.9678859607972816,0,0,2.3,3.0,5.3,0,0.6738803398843289,0.4263569763767091,0,0,0,1,0,0,8.5,23.0,2
8.68541582383069,31.0,0,655.0,7.0,10.0,9528.0,76.0,48.0,2.079441541679836,22.0,1.3862943611198906,2.079441541679836,4.0,0.6931471805599453,2.079441541679836,2.0,1.0,4.0,3.0,4.0,1.7320508075688772,0,2.0,4.0,2,0.7895832567118809,0.0,3.079441541679836,0,0,3.5,12.0,2.7,0,0.32473420471378706,0.37498983573684463,1,0,0,0,0,1,4.5,0.0,4
8.69851424787661,37.0,0,1115.0,1.0,7.0,2689.0,77.0,51.0,2.079441541679836,18.0,0.6931471805599453,2.079441541679836,1.0,0.6931471805599453,1.791759469228055,4.0,0.0,3.0,2.0,3.0,1.4142135623730951,0,2.0,4.0,2,1.0873142809845762,0.0,0.0,0,0,2.75,6.0,0.1,0,0.0,0.40060539622140695,0,0,0,0,0,0,3.75,0.0,4
8.726318950962243,32.0,1,427.0,1.0,9.0,10877.0,78.0,33.0,2.302585092994046,22.0,0.6931471805599453,2.19722457733622,1.0,0.6931471805599453,2.19722457733622,3.0,2.6457513110645907,2.0,3.0,4.0,1.7320508075688772,1,2.0,3.0,2,0.8726318950962243,0.1,8.73781883969137,0,0,2.6999999999999997,12.0,3.1,0,0.8011152586733246,0.2980081641267886,1,0,0,0,0,0,10.400000000000002,1.0,2
7.786136437783072,38.0,0,653.0,29.0,10.0,5456.0,79.0,50.0,2.3978952727983707,11.0,0.6931471805599453,2.302585092994046,4.0,0.0,1.3862943611198906,3.0,3.0,4.0,3.0,4.0,1.4142135623730951,2,2.0,5.0,1,0.7078305852530066,0.0,10.193685818395112,0,0,3.75,12.0,3.9,0,0.8828994889914074,0.25625455270564257,1,1,0,0,0,0,0.5,0.0,0
9.83846891616168,50.0,1,989.0,7.0,29.0,16701.0,80.0,43.0,3.332204510175204,12.0,1.791759469228055,2.19722457733622,2.0,0.6931471805599453,1.3862943611198906,2.0,3.605551275463989,4.0,2.0,3.0,1.4142135623730951,0,5.0,2.0,2,0.327948963872056,0.7,15.619985497233055,1,0,2.65,6.0,4.7,0,0.8322670979625965,0.597438664013026,0,0,0,0,0,0,-13.5,7.0,4
8.940891067785461,59.0,0,1435.0,25.0,28.0,2354.0,81.0,99.0,3.091042453358316,11.0,2.079441541679836,2.302585092994046,1.0,0.0,2.833213344056216,2.0,2.6457513110645907,4.0,3.0,1.0,1.7320508075688772,2,3.0,3.0,2,0.30830658854432624,0.0,10.823880934593664,1,0,1.7000000000000002,3.0,4.5,0,0.6467181265480897,0.6487505388487232,0,0,0,0,0,0,-43.699999999999996,0.0,0
9.21999362900432,36.0,0,1223.0,8.0,17.0,8202.0,83.0,59.0,2.8903717578961645,13.0,0.6931471805599453,2.19722457733622,3.0,1.3862943611198906,2.70805020110221,3.0,3.4641016151377544,2.0,3.0,3.0,1.4142135623730951,0,3.0,3.0,2,0.5122218682780177,0.0,13.476643090014408,0,0,2.8499999999999996,9.0,1.8,0,0.890429457829262,0.5529286287034029,0,0,0,0,0,0,4.600000000000001,0.0,4
